Polarization of Light 'Brewsters' Data File Thu, Oct 25, 2018 10:06 AM
Sensor Position (Degrees)	Light Intensity (Volts)
219.63333	0.06857
219.63333	0.06970
219.63333	0.07952
219.63333	0.06873
219.63333	0.08371
219.63333	0.07082
219.63333	0.07952
219.63333	0.07034
219.63333	0.06615
219.63333	0.07630
219.63333	0.04618
219.63333	0.03474
219.63333	0.00124
219.63333	-0.00279
219.63333	0.00027
219.63333	-0.00086
219.63333	-0.00037
219.63333	-0.00086
219.63333	-0.00086
219.63333	-0.00134
219.63333	0.00124
219.63333	0.02894
219.63333	0.06003
219.63333	0.06631
219.63333	0.06583
219.63333	0.07227
219.63333	0.08081
219.63333	0.08097
219.63333	0.07936
219.63333	0.07695
219.63333	0.08081
219.63333	0.07775
219.63333	0.07695
219.63333	0.08226
219.63333	0.08033
219.63333	0.08419
219.63333	0.08387
219.63333	0.07356
219.63333	0.08403
219.63333	0.08274
219.63333	0.08806
219.63333	0.08419
219.63333	0.08113
219.63333	0.08838
219.63333	0.07566
219.63333	0.02814
219.63333	-0.00166
219.63333	-0.00182
219.63333	-0.00102
219.63333	0.00075
219.63333	-0.00021
219.63333	-0.00086
219.63333	-0.00215
219.63333	-0.00150
219.63333	-0.00053
219.63333	-0.00086
219.63333	0.00156
219.63333	0.00204
219.63333	0.00075
219.63333	0.00269
219.63333	0.00365
219.63333	0.05890
219.63333	0.08146
219.63333	0.06841
219.63333	0.07533
219.63333	0.08258
219.63333	0.06937
219.63333	0.08178
219.63333	0.08919
219.63333	0.08790
219.63333	0.08403
219.63333	0.09080
219.63333	0.08677
219.63333	0.08581
219.63333	0.08645
219.63333	0.07968
219.63333	0.06631
219.63333	0.06631
219.63333	0.10691
219.63333	0.06486
219.63333	0.09821
219.63333	0.09579
219.63333	0.09241
219.63333	0.08999
219.63333	0.08581
219.63333	0.09015
219.63333	0.08790
219.63333	0.08951
219.63333	0.09515
219.63333	0.09483
219.63333	0.07147
219.63333	0.09773
219.63333	0.09483
219.65000	0.07904
219.65000	0.09015
219.70000	0.11319
220.06667	0.09128
220.35000	0.08355
220.61667	0.04425
221.08333	0.00285
221.53333	-0.00215
222.00000	0.00027
222.40000	-0.00053
222.85000	-0.00295
223.48333	-0.00086
223.98333	-0.00150
224.48333	0.00011
224.88333	-0.00198
225.08333	-0.00037
225.50000	-0.00102
226.20000	0.00027
226.83333	-0.00070
227.38333	-0.00150
227.68333	-0.00182
228.01667	-0.00215
228.43333	-0.00231
228.70000	-0.00247
228.76667	-0.00053
228.76667	-0.00053
228.80000	-0.00037
228.86667	-0.00182
229.00000	-0.00134
229.05000	0.00043
229.06667	-0.00070
229.30000	-0.00215
230.18333	-0.00198
231.18333	-0.00037
231.31667	-0.00166
231.30000	-0.00182
231.30000	0.00011
231.30000	-0.00134
231.30000	-0.00182
231.30000	-0.00488
231.30000	0.00011
231.30000	-0.00118
231.30000	-0.00134
231.30000	-0.00037
231.30000	-0.00086
231.30000	-0.00037
231.30000	-0.00102
231.30000	-0.00118
231.30000	-0.00070
231.30000	-0.00134
231.30000	-0.00070
231.30000	-0.00182
231.30000	-0.00279
231.30000	-0.00247
231.30000	-0.00086
231.30000	-0.00053
231.30000	0.00140
231.30000	-0.00102
231.30000	-0.00150
231.30000	-0.00134
231.30000	0.00075
231.30000	-0.00102
231.30000	-0.00295
231.30000	0.00027
231.30000	-0.00166
231.30000	-0.00021
231.30000	0.00011
231.30000	-0.00102
231.30000	-0.00134
231.30000	-0.00102
231.30000	-0.00037
231.30000	-0.00053
231.30000	0.00011
231.30000	-0.00134
231.30000	0.04280
231.30000	0.09402
231.30000	0.11657
231.30000	0.12575
231.30000	0.12189
231.30000	0.08629
231.30000	0.11899
231.30000	0.09708
231.30000	0.09531
231.30000	-0.00166
231.30000	-0.00070
231.30000	-0.00150
231.30000	-0.00343
231.30000	-0.00134
231.30000	-0.00134
231.30000	0.00414
231.30000	0.07292
231.30000	0.12865
231.30000	0.12672
231.30000	0.12285
231.30000	0.11303
231.30000	0.04408
231.30000	0.00124
231.30000	-0.00005
231.30000	-0.00118
231.30000	-0.00295
231.30000	-0.00134
231.30000	-0.00198
231.30000	-0.00198
231.30000	-0.00021
231.30000	0.00011
231.30000	0.00043
231.30000	0.00172
231.30000	-0.00037
231.30000	0.00092
231.30000	0.00043
231.30000	0.02202
231.30000	0.09853
231.30000	0.12028
231.30000	0.12446
231.30000	0.12495
231.30000	0.12205
231.30000	0.04618
231.30000	-0.00182
231.30000	-0.00134
231.30000	-0.00150
231.30000	-0.00134
231.30000	-0.00118
231.30000	-0.00118
231.30000	-0.00247
231.30000	-0.00005
231.30000	0.08436
231.30000	0.11931
231.30000	0.00075
231.30000	-0.00150
231.30000	0.00027
231.30000	-0.00086
231.30000	-0.00070
231.30000	-0.00279
231.30000	0.00027
231.30000	-0.00134
231.30000	-0.00070
231.30000	-0.00150
231.30000	-0.00102
231.30000	-0.00118
231.30000	0.03442
231.30000	0.12076
231.30000	0.12060
231.30000	0.12044
231.30000	0.09321
231.30000	0.12430
231.30000	0.04183
231.30000	-0.00134
231.30000	-0.00102
231.30000	-0.00070
231.30000	-0.00118
231.30000	-0.00102
231.30000	-0.00037
231.30000	0.00059
231.30000	-0.00134
231.30000	0.00124
231.30000	0.05456
231.30000	0.13268
231.30000	0.12157
231.30000	0.12366
231.30000	0.12205
231.30000	0.12221
231.30000	0.12253
231.30000	0.12028
231.30000	0.11013
231.30000	0.07791
231.30000	0.03088
231.30000	0.00559
231.30000	0.00043
231.30000	-0.00070
231.30000	-0.00005
231.30000	-0.00005
231.30000	-0.00086
231.30000	-0.00166
231.30000	-0.00005
231.30000	-0.00118
231.30000	-0.00182
231.30000	-0.00134
231.30000	-0.00166
231.30000	-0.00102
231.30000	-0.00118
231.30000	-0.00134
231.30000	-0.00150
231.30000	-0.00182
231.30000	-0.00118
231.30000	-0.00182
231.30000	-0.00182
231.30000	-0.00102
231.30000	-0.00166
231.30000	-0.00021
231.30000	0.08162
231.30000	0.10546
231.30000	0.10175
231.30000	0.10562
231.30000	0.10433
231.30000	0.11593
231.30000	0.11448
231.30000	-0.00247
231.30000	-0.00102
231.30000	-0.00311
231.30000	-0.00005
231.30000	0.00027
231.30000	0.08403
231.30000	0.10981
231.30000	0.12366
231.30000	0.09644
231.30000	0.05520
231.30000	0.00027
231.30000	-0.00037
231.30000	-0.00150
231.30000	-0.00150
231.30000	-0.00166
231.30000	-0.00166
231.30000	-0.00215
231.30000	-0.00150
231.30000	0.00011
231.30000	-0.00086
231.30000	-0.00070
231.30000	-0.00086
231.30000	0.00027
231.30000	0.00011
231.30000	0.00043
231.30000	-0.00150
231.30000	-0.00182
231.30000	-0.00053
231.30000	-0.00166
231.30000	-0.00166
231.30000	-0.00102
231.30000	-0.00182
231.30000	-0.00086
231.30000	-0.00134
231.30000	-0.00005
231.30000	-0.00037
231.30000	-0.00102
231.30000	0.00027
231.30000	-0.00198
231.30000	0.00043
231.30000	-0.00021
231.30000	-0.00086
231.30000	0.00027
231.30000	-0.00376
231.30000	-0.00021
231.31667	-0.00150
231.33333	-0.00005
231.48333	-0.00070
232.40000	-0.00247
233.15000	-0.00102
233.55000	-0.00005
234.03333	-0.00134
234.63333	-0.00198
235.31667	-0.00134
236.03333	-0.00150
236.70000	-0.00215
237.28333	-0.00231
237.76667	-0.00102
238.11667	-0.00360
238.41667	-0.00198
238.66667	-0.00134
238.98333	-0.00086
239.35000	-0.00053
239.71667	-0.00021
240.03333	0.00011
240.35000	-0.00021
240.60000	0.00043
240.70000	0.00027
240.80000	-0.00215
240.91667	-0.00166
241.08333	-0.00021
241.31667	-0.00134
241.70000	-0.00134
242.06667	-0.00166
242.30000	-0.00198
242.36667	-0.00005
242.36667	-0.00005
242.36667	-0.00037
242.36667	-0.00198
242.36667	-0.00215
242.36667	-0.00070
242.36667	-0.00182
242.36667	-0.00279
242.36667	-0.00053
242.36667	-0.00005
242.36667	-0.00150
242.36667	-0.00247
242.35000	-0.00134
242.35000	-0.00231
242.35000	-0.00150
242.35000	-0.00182
242.35000	0.00059
242.35000	0.00027
242.35000	-0.00118
242.35000	-0.00198
242.35000	-0.00166
242.35000	-0.00166
242.35000	-0.00086
242.35000	-0.00102
242.35000	-0.00118
242.35000	-0.00021
242.35000	-0.00086
242.35000	0.00027
242.35000	-0.00021
242.35000	0.00333
242.35000	-0.00005
242.35000	0.00269
242.35000	0.03410
242.35000	0.06744
242.35000	0.06937
242.35000	0.10062
242.35000	0.10546
242.35000	0.11464
242.35000	0.14138
242.35000	0.14106
242.35000	0.14299
242.35000	0.07405
242.35000	0.00236
242.35000	-0.00134
242.35000	0.00092
242.35000	0.00027
242.35000	-0.00070
242.35000	-0.00118
242.35000	0.00027
242.35000	-0.00070
242.35000	0.00253
242.35000	0.14073
242.35000	0.11641
242.35000	0.01573
242.35000	0.00446
242.35000	0.00188
242.35000	-0.00086
242.35000	-0.00005
242.35000	-0.00086
242.35000	-0.00215
242.35000	-0.00247
242.35000	-0.00070
242.35000	-0.00118
242.35000	-0.00037
242.35000	-0.00134
242.35000	-0.00070
242.35000	0.01042
242.35000	0.12753
242.35000	0.13880
242.35000	0.14041
242.35000	0.14122
242.35000	0.13864
242.35000	0.14251
242.35000	0.14234
242.35000	0.12914
242.35000	0.04086
242.35000	-0.00070
242.35000	-0.00182
242.35000	0.00092
242.35000	-0.00150
242.35000	-0.00166
242.35000	-0.00070
242.35000	-0.00102
242.35000	0.00027
242.35000	-0.00231
242.35000	-0.00053
242.35000	-0.00021
242.35000	0.13413
242.35000	-0.00021
242.35000	-0.00182
242.35000	-0.00150
242.35000	0.00092
242.35000	0.00075
242.35000	0.00108
242.35000	0.00027
242.35000	0.00075
242.35000	-0.00021
242.35000	0.00059
242.35000	0.00059
242.35000	-0.00150
242.35000	-0.00086
242.35000	-0.00037
242.35000	-0.00166
242.35000	-0.00070
242.35000	-0.00005
242.35000	0.00494
242.35000	0.03265
242.35000	0.02540
242.35000	0.03619
242.35000	0.05407
242.35000	0.10642
242.35000	0.12801
242.35000	0.13332
242.35000	0.13075
242.35000	0.13590
242.35000	0.14073
242.35000	0.14218
242.35000	0.13622
242.35000	0.13461
242.35000	0.13783
242.35000	0.13961
242.35000	0.12060
242.35000	0.01219
242.35000	-0.00005
242.35000	-0.00182
242.35000	-0.00215
242.35000	0.00027
242.35000	0.00059
242.35000	0.11722
242.35000	0.13606
242.35000	0.14315
242.35000	0.13606
242.35000	0.10626
242.35000	0.00253
242.35000	0.00446
242.35000	0.00446
242.35000	0.00011
242.35000	-0.00053
242.35000	-0.00102
242.35000	-0.00150
242.35000	-0.00215
242.35000	-0.00215
242.35000	-0.00215
242.35000	-0.00182
242.35000	0.08162
242.35000	0.12205
242.35000	0.12511
242.35000	0.12817
242.35000	0.12656
242.35000	0.13365
242.35000	0.13510
242.35000	0.13655
242.35000	0.14218
242.35000	0.13461
242.35000	0.13655
242.35000	0.12898
242.35000	0.12012
242.35000	0.09611
242.35000	0.10465
242.35000	0.10642
242.35000	0.10336
242.35000	0.10385
242.35000	0.06277
242.35000	-0.00086
242.35000	-0.00134
242.35000	-0.00134
242.35000	-0.00263
242.35000	-0.00134
242.35000	-0.00150
242.35000	0.12334
242.35000	0.12285
242.35000	0.00140
242.35000	-0.00198
242.35000	-0.00021
242.35000	-0.00198
242.35000	-0.00021
242.35000	0.00043
242.35000	-0.00021
242.35000	-0.00053
242.35000	0.00559
242.35000	0.02379
242.35000	0.01783
242.35000	0.02105
242.35000	0.02024
242.35000	0.02024
242.35000	0.02218
242.35000	0.01880
242.35000	0.02186
242.35000	0.01396
242.35000	0.00414
242.35000	0.00349
242.35000	0.00462
242.35000	0.00430
242.35000	0.00478
242.35000	0.00333
242.35000	0.00349
242.35000	0.00414
242.35000	0.00204
242.35000	0.00220
242.35000	0.00526
242.35000	0.00510
242.35000	0.00526
242.35000	0.00462
242.35000	0.00349
242.35000	0.00236
242.35000	0.00349
242.35000	0.00236
242.35000	0.00156
242.35000	0.00204
242.35000	0.00188
242.35000	0.00430
242.35000	0.00269
242.35000	0.00526
242.36667	0.00575
242.36667	0.00559
242.38333	0.00220
242.38333	0.00301
242.40000	0.00204
242.41667	0.00140
243.08333	-0.00198
244.43333	-0.00053
245.08333	-0.00134
245.33333	-0.00021
245.60000	-0.00037
246.18333	-0.00247
246.95000	-0.00037
247.75000	-0.00102
248.43333	-0.00134
248.98333	-0.00118
249.43333	-0.00118
249.85000	-0.00150
250.36667	-0.00279
250.93333	0.00043
251.41667	-0.00295
251.63333	-0.00150
251.70000	-0.00118
251.70000	-0.00150
251.70000	-0.00182
251.70000	-0.00279
251.70000	-0.00070
251.70000	-0.00134
251.70000	-0.00327
251.70000	-0.00102
251.70000	-0.00408
251.70000	-0.00263
251.68333	-0.00037
251.68333	-0.00182
251.68333	-0.00198
251.68333	-0.00053
251.68333	-0.00182
251.68333	-0.00263
251.68333	-0.00279
251.68333	-0.00134
251.68333	-0.00231
251.68333	-0.00521
251.68333	-0.00182
251.68333	0.00027
251.68333	-0.00198
251.68333	-0.00198
251.68333	-0.00150
251.68333	-0.00037
251.68333	-0.00053
251.68333	-0.00247
251.68333	0.04924
251.68333	0.15990
251.68333	0.16409
251.68333	0.15716
251.68333	0.16280
251.68333	0.16828
251.68333	0.15636
251.68333	0.00075
251.68333	-0.00086
251.68333	0.00108
251.68333	-0.00021
251.68333	0.00156
251.68333	0.03796
251.68333	0.13397
251.68333	0.16490
251.68333	0.14106
251.68333	0.14830
251.68333	0.14911
251.68333	0.15459
251.68333	0.15056
251.68333	0.02282
251.68333	-0.00086
251.68333	-0.00231
251.68333	-0.00327
251.68333	0.00011
251.68333	-0.00053
251.68333	-0.00053
251.68333	-0.00118
251.68333	0.00059
251.68333	0.00027
251.68333	0.00124
251.68333	0.00075
251.68333	0.14009
251.68333	0.15394
251.68333	0.16586
251.68333	0.16651
251.68333	0.17730
251.68333	0.15233
251.68333	-0.00005
251.68333	-0.00231
251.68333	-0.00118
251.68333	-0.00118
251.68333	-0.00150
251.68333	0.00011
251.68333	-0.00086
251.68333	0.06889
251.68333	0.16635
251.68333	0.16989
251.68333	0.16683
251.68333	0.15555
251.68333	0.08017
251.68333	0.00236
251.68333	-0.00005
251.68333	0.00011
251.68333	0.00092
251.68333	0.00011
251.68333	0.00124
251.68333	-0.00021
251.68333	-0.00102
251.68333	0.00027
251.68333	0.00108
251.68333	0.00043
251.68333	0.00108
251.68333	0.03990
251.68333	0.07985
251.68333	0.11593
251.68333	0.12543
251.68333	0.14234
251.68333	0.14428
251.68333	0.15523
251.68333	0.17182
251.68333	0.16651
251.68333	0.15668
251.68333	0.15652
251.68333	0.15894
251.68333	0.16651
251.68333	0.16554
251.68333	0.01026
251.68333	0.00510
251.68333	0.00414
251.68333	0.00381
251.68333	0.02202
251.68333	0.12575
251.68333	0.16167
251.68333	0.16184
251.68333	0.16071
251.68333	0.15137
251.68333	0.15765
251.68333	0.15894
251.68333	0.16248
251.68333	0.16586
251.68333	0.16280
251.68333	0.16006
251.68333	0.16071
251.68333	0.15958
251.68333	0.15716
251.68333	0.15910
251.68333	0.16522
251.68333	0.15942
251.68333	0.16184
251.68333	0.16039
251.68333	0.15894
251.68333	0.16184
251.68333	0.16151
251.68333	0.16022
251.68333	0.15797
251.68333	0.15845
251.68333	0.16570
251.68333	0.15813
251.68333	0.15378
251.70000	0.16361
251.70000	0.16425
251.70000	0.16248
251.71667	0.16216
251.83333	0.15716
252.70000	0.00108
253.78333	-0.00166
254.78333	-0.00102
255.70000	-0.00263
256.53333	-0.00182
257.31667	-0.00166
258.05000	-0.00134
258.65000	-0.00198
259.18333	-0.00150
259.78333	-0.00053
260.23333	-0.00166
260.43333	-0.00247
260.46667	-0.00263
260.46667	0.00011
260.46667	-0.00005
260.46667	-0.00198
260.46667	-0.00086
260.46667	-0.00118
260.46667	-0.00150
260.46667	-0.00150
260.46667	-0.00053
260.46667	-0.00392
260.46667	-0.00182
260.46667	-0.00166
260.46667	-0.00215
260.46667	-0.00376
260.46667	-0.00037
260.46667	-0.00102
260.46667	-0.00053
260.46667	-0.00070
260.46667	-0.00198
260.46667	0.00011
260.45000	-0.00279
260.45000	-0.00150
260.45000	-0.00182
260.45000	-0.00182
260.45000	-0.00134
260.45000	-0.00311
260.45000	-0.00182
260.45000	0.00011
260.45000	-0.00005
260.45000	-0.00086
260.45000	-0.00215
260.45000	-0.00150
260.45000	-0.00134
260.45000	-0.00134
260.45000	-0.00134
260.45000	-0.00005
260.46667	-0.00134
260.46667	-0.00070
260.46667	0.00059
260.46667	-0.00102
260.46667	-0.00005
260.46667	0.00140
260.46667	0.00075
260.46667	0.16103
260.46667	0.21370
260.46667	0.18326
260.46667	0.18262
260.46667	0.18551
260.46667	0.18922
260.46667	0.18745
260.46667	0.18262
260.46667	0.00011
260.46667	-0.00053
260.46667	-0.00215
260.46667	-0.00118
260.46667	-0.00070
260.45000	-0.00021
260.45000	-0.00102
260.45000	-0.00150
260.45000	0.00011
260.45000	0.06132
260.45000	0.15217
260.45000	0.21467
260.45000	0.15684
260.45000	-0.00134
260.45000	-0.00150
260.45000	-0.00053
260.45000	-0.00134
260.45000	-0.00327
260.45000	-0.00070
260.45000	-0.00166
260.45000	-0.00086
260.45000	-0.00053
260.45000	-0.00118
260.45000	-0.00134
260.45000	-0.00231
260.45000	-0.00086
260.45000	0.19405
260.45000	0.20935
260.45000	0.20855
260.45000	0.20839
260.45000	0.21097
260.45000	0.20452
260.45000	0.21838
260.45000	0.20372
260.45000	0.20114
260.45000	0.19905
260.45000	0.19164
260.45000	0.21258
260.45000	0.19470
260.45000	0.20339
260.45000	0.20855
260.45000	0.20678
260.45000	0.20581
260.45000	0.20694
260.45000	0.21306
260.45000	0.18342
260.45000	0.20694
260.45000	0.21113
260.45000	0.21564
260.45000	0.16876
260.45000	0.15410
260.45000	0.15958
260.45000	0.15684
260.45000	0.04940
260.45000	0.00043
260.45000	-0.00150
260.45000	-0.00118
260.45000	-0.00231
260.45000	-0.00037
260.45000	-0.00150
260.45000	0.21403
260.45000	0.21113
260.45000	0.22305
260.45000	0.21258
260.45000	0.21258
260.45000	0.21338
260.45000	0.21209
260.45000	0.21209
260.45000	0.17537
260.45000	0.12801
260.45000	0.02814
260.45000	0.00059
260.45000	-0.00279
260.45000	-0.00070
260.45000	-0.00198
260.45000	-0.00182
260.45000	-0.00086
260.45000	-0.00070
260.45000	-0.00053
260.45000	-0.00005
260.45000	-0.00070
260.45000	0.00075
260.45000	-0.00118
260.45000	-0.00037
260.45000	-0.00102
260.45000	-0.00086
260.45000	0.00043
260.45000	-0.00021
260.45000	0.00156
260.45000	0.00220
260.45000	0.00317
260.45000	0.06035
260.45000	0.21370
260.45000	0.09370
260.45000	0.00398
260.45000	0.00655
260.45000	0.01074
260.45000	0.01799
260.45000	0.11818
260.45000	0.20243
260.45000	0.21660
260.45000	0.21467
260.45000	0.19856
260.45000	0.14814
260.45000	0.11174
260.45000	0.06470
260.45000	0.04489
260.45000	0.01928
260.45000	0.02137
260.45000	0.02846
260.45000	0.05407
260.45000	0.09773
260.45000	0.11287
260.45000	0.11029
260.45000	0.11045
260.45000	0.11850
260.45000	0.15072
260.45000	0.18084
260.45000	0.20919
260.45000	0.21097
260.45000	0.21403
260.45000	0.21660
260.45000	0.21483
260.45000	0.22160
260.45000	0.21515
260.45000	0.20774
260.45000	0.21515
260.45000	0.22353
260.45000	0.21838
260.45000	0.20855
260.45000	0.21531
260.45000	0.20855
260.45000	0.20694
260.45000	0.22434
260.45000	0.21596
260.45000	0.21451
260.45000	0.21773
260.45000	0.21854
260.45000	0.22305
260.45000	0.21660
260.46667	0.21531
260.46667	0.21693
260.46667	0.21886
260.46667	0.21854
260.50000	0.21612
260.88333	0.21258
262.38333	-0.00150
263.15000	-0.00086
263.30000	0.00059
263.60000	-0.00102
264.20000	0.00011
264.98333	-0.00102
265.70000	-0.00070
266.38333	-0.00053
267.08333	-0.00134
267.83333	-0.00134
268.60000	0.00059
269.18333	-0.00102
269.66667	0.00011
269.96667	-0.00086
270.03333	-0.00215
270.05000	-0.00021
270.05000	-0.00118
270.05000	-0.00086
270.05000	-0.00118
270.05000	-0.00037
270.05000	-0.00102
270.03333	-0.00070
270.03333	-0.00295
270.03333	-0.00279
270.03333	-0.00327
270.03333	-0.00215
270.03333	-0.00021
270.03333	-0.00053
270.03333	-0.00053
270.03333	-0.00086
270.03333	-0.00086
270.03333	-0.00247
270.03333	-0.00118
270.03333	-0.00021
270.03333	-0.00150
270.03333	-0.00150
270.03333	0.00011
270.03333	-0.00118
270.03333	-0.00198
270.03333	-0.00053
270.03333	-0.00182
270.03333	-0.00198
270.03333	-0.00070
270.03333	-0.00086
270.03333	-0.00005
270.03333	-0.00070
270.03333	-0.00327
270.03333	-0.00102
270.03333	-0.00086
270.03333	-0.00182
270.03333	-0.00070
270.03333	-0.00102
270.03333	-0.00086
270.03333	-0.00134
270.03333	0.00011
270.03333	0.00043
270.03333	0.28232
270.03333	0.29408
270.03333	0.29779
270.03333	0.28861
270.03333	0.28861
270.03333	0.28812
270.03333	0.29312
270.03333	0.29118
270.03333	0.29183
270.03333	0.29344
270.03333	0.28490
270.03333	0.29682
270.03333	0.29521
270.03333	0.29360
270.03333	0.28845
270.03333	0.29650
270.03333	0.29135
270.03333	0.28071
270.03333	0.30037
270.03333	0.29151
270.03333	0.29263
270.03333	0.25027
270.03333	0.09595
270.03333	0.08548
270.03333	0.00414
270.03333	0.00236
270.03333	-0.00053
270.03333	0.00043
270.03333	-0.00263
270.03333	-0.00166
270.03333	0.00043
270.03333	-0.00037
270.03333	-0.00118
270.03333	-0.00070
270.03333	-0.00231
270.03333	-0.00070
270.03333	-0.00005
270.03333	-0.00070
270.03333	0.27878
270.03333	0.29650
270.03333	0.28281
270.03333	0.29070
270.03333	0.28748
270.03333	0.28796
270.03333	0.23271
270.03333	-0.00086
270.03333	-0.00102
270.03333	-0.00053
270.03333	-0.00263
270.03333	-0.00376
270.03333	0.00059
270.03333	-0.00134
270.03333	0.00092
270.03333	0.00092
270.03333	0.05359
270.03333	0.17053
270.03333	0.29006
270.03333	0.24222
270.03333	-0.00021
270.03333	0.00027
270.03333	-0.00118
270.03333	-0.00070
270.03333	-0.00263
270.03333	-0.00021
270.03333	-0.00134
270.03333	-0.00150
270.03333	-0.00150
270.03333	-0.00005
270.03333	-0.00086
270.03333	0.00172
270.03333	0.03458
270.03333	0.10626
270.03333	0.23964
270.03333	0.27330
270.03333	0.29376
270.03333	0.29183
270.03333	0.29408
270.03333	0.29408
270.03333	0.29473
270.03333	0.28780
270.03333	0.30165
270.03333	0.29344
270.03333	0.28861
270.03333	0.29569
270.03333	0.30327
270.03333	0.29360
270.03333	0.27765
270.03333	0.28700
270.03333	0.24222
270.03333	0.04892
270.03333	0.00253
270.03333	0.00124
270.03333	0.00236
270.03333	0.00462
270.03333	0.09015
270.03333	0.19196
270.03333	0.24012
270.03333	0.24077
270.03333	0.24028
270.03333	0.24673
270.03333	0.24141
270.03333	0.24238
270.03333	0.24818
270.03333	0.24834
270.03333	0.25381
270.03333	0.24479
270.03333	0.24946
270.03333	0.25381
270.03333	0.24689
270.03333	0.24544
270.03333	0.24447
270.03333	0.25188
270.03333	0.25027
270.03333	0.24238
270.03333	0.25269
270.03333	0.24705
270.03333	0.24479
270.03333	0.25333
270.03333	0.24624
270.03333	0.24560
270.03333	0.24705
270.03333	0.24866
270.03333	0.25172
270.06667	0.24721
270.13333	0.23078
270.91667	0.00156
271.95000	-0.00295
272.68333	-0.00150
273.13333	-0.00053
273.50000	-0.00166
273.96667	-0.00134
274.63333	-0.00118
275.35000	-0.00086
276.03333	-0.00053
276.70000	-0.00198
277.33333	-0.00150
277.91667	-0.00037
278.35000	-0.00086
278.63333	-0.00053
278.71667	-0.00070
278.76667	-0.00231
278.83333	0.00027
278.93333	-0.00118
278.98333	-0.00198
279.00000	-0.00037
279.00000	-0.00005
279.01667	-0.00005
279.03333	-0.00215
279.20000	-0.00037
279.43333	-0.00070
279.55000	-0.00037
279.56667	-0.00134
279.60000	-0.00279
279.58333	-0.00053
279.58333	-0.00134
279.58333	-0.00118
279.58333	0.00011
279.58333	-0.00037
279.58333	-0.00118
279.58333	-0.00102
279.58333	-0.00247
279.58333	0.00011
279.58333	-0.00086
279.58333	-0.00086
279.58333	-0.00086
279.58333	-0.00053
279.58333	-0.00021
279.58333	-0.00021
279.58333	-0.00005
279.58333	-0.00279
279.58333	-0.00166
279.58333	-0.00070
279.58333	-0.00311
279.58333	-0.00021
279.58333	-0.00134
279.58333	-0.00118
279.58333	-0.00182
279.58333	0.00075
279.58333	-0.00053
279.58333	0.00092
279.58333	0.00188
279.58333	0.30262
279.58333	0.41876
279.58333	0.42778
279.58333	0.42037
279.58333	0.41264
279.58333	0.43004
279.58333	0.42295
279.58333	0.42327
279.58333	0.32743
279.58333	0.30987
279.58333	0.32276
279.58333	0.40604
279.58333	0.42166
279.58333	0.42617
279.58333	0.43245
279.58333	0.41973
279.58333	0.40298
279.58333	0.39025
279.58333	0.07872
279.58333	0.02169
279.58333	0.00607
279.58333	0.01090
279.58333	0.13284
279.58333	0.13284
279.58333	0.11158
279.58333	0.02411
279.56667	-0.00037
279.56667	0.00253
279.56667	0.00172
279.56667	0.00655
279.56667	0.20050
279.56667	0.40942
279.56667	0.42504
279.56667	0.42778
279.56667	0.42746
279.56667	0.42891
279.56667	0.42166
279.56667	0.42037
279.56667	0.33548
279.58333	0.32984
279.58333	0.33693
279.58333	0.34080
279.58333	0.35836
279.58333	0.39041
279.58333	0.42682
279.58333	0.43149
279.58333	0.41860
279.58333	0.40426
279.58333	0.36093
279.58333	0.21483
279.58333	0.11319
279.56667	0.10336
279.56667	0.10707
279.56667	0.08903
279.56667	0.00027
279.56667	0.00092
279.56667	-0.00037
279.56667	-0.00053
279.56667	-0.00166
279.56667	-0.00150
279.56667	-0.00134
279.56667	-0.00037
279.56667	-0.00166
279.56667	-0.00005
279.56667	-0.00086
279.56667	0.00188
279.56667	0.16006
279.56667	0.35900
279.56667	0.37511
279.56667	0.38268
279.56667	0.37414
279.56667	0.38284
279.56667	0.39476
279.56667	0.40749
279.56667	0.36979
279.56667	0.30713
279.56667	0.30069
279.56667	0.32936
279.56667	0.42343
279.56667	0.43374
279.56667	0.43390
279.56667	0.42633
279.56667	0.40410
279.56667	0.34547
279.56667	0.12479
279.56667	0.08725
279.56667	0.00172
279.56667	0.02379
279.56667	0.17875
279.56667	0.21596
279.56667	0.39025
279.56667	0.43503
279.56667	0.42424
279.56667	0.43149
279.56667	0.41377
279.56667	0.39508
279.56667	0.17440
279.56667	0.00349
279.56667	0.00220
279.56667	-0.00118
279.56667	-0.00037
279.56667	-0.00118
279.56667	-0.00053
279.56667	-0.00198
279.56667	0.00349
279.56667	0.02669
279.56667	0.23771
279.56667	0.31486
279.56667	0.40040
279.56667	0.42891
279.56667	0.43133
279.56667	0.43358
279.56667	0.43487
279.56667	0.34128
279.56667	0.42682
279.56667	0.42810
279.56667	0.42601
279.56667	0.43004
279.56667	0.42472
279.56667	0.42102
279.56667	0.44099
279.56667	0.43551
279.56667	0.42150
279.56667	0.43197
279.56667	0.43084
279.56667	0.39025
279.56667	0.43390
279.56667	0.42649
279.56667	0.31776
279.56667	0.39267
279.56667	0.39267
279.56667	0.30971
279.56667	0.39379
279.56667	0.41264
279.56667	0.33661
279.56667	0.40571
279.56667	0.43245
279.56667	0.42102
279.56667	0.32872
279.56667	-0.00021
279.56667	-0.00198
279.56667	-0.00005
279.56667	-0.00037
279.56667	-0.00166
279.56667	0.00027
279.56667	-0.00102
279.56667	-0.00166
279.56667	-0.00134
279.56667	-0.00070
